!Agilent Technologies,E4990A,MY54201856,A.02.20
!Date: Wed Feb 25 18:26:20 2026

BEGIN CH1_DATA
Frequency(Hz), |Z|(Ohm)-data, |Z|(Ohm)-mem, theta-z(deg)-data, theta-z(deg)-mem
+3.27709035000e+004, +1.44391230408e+006, +1.43582567193e+006, +8.32194187061e+001, +8.14654863547e+001
+3.27709222500e+004, +1.45120849465e+006, +1.44258951520e+006, +8.32402836231e+001, +8.14654947337e+001
+3.27709410000e+004, +1.45784529889e+006, +1.44938525181e+006, +8.31547858263e+001, +8.14654086623e+001
+3.27709597500e+004, +1.46602807101e+006, +1.45621310664e+006, +8.32200398008e+001, +8.14652281347e+001
+3.27709785000e+004, +1.47209775733e+006, +1.46307330667e+006, +8.32202115672e+001, +8.14649531392e+001
+3.27709972500e+004, +1.47850157954e+006, +1.46996608105e+006, +8.32117690773e+001, +8.14645836576e+001
+3.27710160000e+004, +1.48445013269e+006, +1.47689166109e+006, +8.31656178645e+001, +8.14641196655e+001
+3.27710347500e+004, +1.49391083452e+006, +1.48385028028e+006, +8.31943568442e+001, +8.14635611323e+001
+3.27710535000e+004, +1.49891134703e+006, +1.49084217436e+006, +8.32422644373e+001, +8.14629080213e+001
+3.27710722500e+004, +1.50677747742e+006, +1.49786758128e+006, +8.33040229614e+001, +8.14621602892e+001
+3.27710910000e+004, +1.51458989656e+006, +1.50492674130e+006, +8.32518249883e+001, +8.14613178869e+001
+3.27711097500e+004, +1.52175651770e+006, +1.51201989696e+006, +8.32426929571e+001, +8.14603807586e+001
+3.27711285000e+004, +1.52773270808e+006, +1.51914729312e+006, +8.32147416377e+001, +8.14593488426e+001
+3.27711472500e+004, +1.53459651296e+006, +1.52630917702e+006, +8.32513909907e+001, +8.14582220706e+001
+3.27711660000e+004, +1.54347891595e+006, +1.53350579826e+006, +8.32398720845e+001, +8.14570003683e+001
+3.27711847500e+004, +1.54959076523e+006, +1.54073740888e+006, +8.32677016108e+001, +8.14556836549e+001
+3.27712035000e+004, +1.55693567905e+006, +1.54800426333e+006, +8.33160789929e+001, +8.14542718433e+001
+3.27712222500e+004, +1.56236286745e+006, +1.55530661855e+006, +8.32591726923e+001, +8.14527648402e+001
+3.27712410000e+004, +1.57261544925e+006, +1.56264473398e+006, +8.32789530656e+001, +8.14511625458e+001
+3.27712597500e+004, +1.58002896466e+006, +1.57001887160e+006, +8.32926050330e+001, +8.14494648540e+001
+3.27712785000e+004, +1.58728469029e+006, +1.57742929592e+006, +8.33866081536e+001, +8.14476716524e+001
+3.27712972500e+004, +1.59402609704e+006, +1.58487627408e+006, +8.33611881573e+001, +8.14457828220e+001
+3.27713160000e+004, +1.60225147669e+006, +1.59236007584e+006, +8.33762279411e+001, +8.14437982376e+001
+3.27713347500e+004, +1.60975594795e+006, +1.59988097359e+006, +8.34037594140e+001, +8.14417177674e+001
+3.27713535000e+004, +1.61616316022e+006, +1.60743924243e+006, +8.33545871113e+001, +8.14395412732e+001
+3.27713722500e+004, +1.62489063472e+006, +1.61503516019e+006, +8.33980549564e+001, +8.14372686104e+001
+3.27713910000e+004, +1.63272612365e+006, +1.62266900746e+006, +8.33509544339e+001, +8.14348996277e+001
+3.27714097500e+004, +1.64150856521e+006, +1.63034106758e+006, +8.34027399611e+001, +8.14324341674e+001
+3.27714285000e+004, +1.64678706835e+006, +1.63805162677e+006, +8.33728730634e+001, +8.14298720653e+001
+3.27714472500e+004, +1.65656592550e+006, +1.64580097407e+006, +8.34164164435e+001, +8.14272131504e+001
+3.27714660000e+004, +1.66423757110e+006, +1.65358940144e+006, +8.33599127804e+001, +8.14244572453e+001
+3.27714847500e+004, +1.67342365143e+006, +1.66141720377e+006, +8.33803346996e+001, +8.14216041659e+001
+3.27715035000e+004, +1.67868818783e+006, +1.66928467891e+006, +8.34361499464e+001, +8.14186537213e+001
+3.27715222500e+004, +1.68662449882e+006, +1.67719212771e+006, +8.33813155960e+001, +8.14156057140e+001
+3.27715410000e+004, +1.69669877663e+006, +1.68513985409e+006, +8.33402186510e+001, +8.14124599398e+001
+3.27715597500e+004, +1.70545883811e+006, +1.69312816504e+006, +8.34193379854e+001, +8.14092161877e+001
+3.27715785000e+004, +1.71011617122e+006, +1.70115737065e+006, +8.33847539756e+001, +8.14058742397e+001
+3.27715972500e+004, +1.72030005389e+006, +1.70922778421e+006, +8.34584404176e+001, +8.14024338713e+001
+3.27716160000e+004, +1.72624942443e+006, +1.71733972219e+006, +8.33864108513e+001, +8.13988948509e+001
+3.27716347500e+004, +1.73639089387e+006, +1.72549350430e+006, +8.35332648237e+001, +8.13952569399e+001
+3.27716535000e+004, +1.74476580750e+006, +1.73368945354e+006, +8.33912830623e+001, +8.13915198929e+001
+3.27716722500e+004, +1.75234605840e+006, +1.74192789624e+006, +8.35203068566e+001, +8.13876834575e+001
+3.27716910000e+004, +1.76025271604e+006, +1.75020916209e+006, +8.34852088333e+001, +8.13837473742e+001
+3.27717097500e+004, +1.77254626026e+006, +1.75853358420e+006, +8.34534288472e+001, +8.13797113763e+001
+3.27717285000e+004, +1.77936484153e+006, +1.76690149913e+006, +8.35301717541e+001, +8.13755751901e+001
+3.27717472500e+004, +1.78642535663e+006, +1.77531324695e+006, +8.34422780972e+001, +8.13713385347e+001
+3.27717660000e+004, +1.79396040166e+006, +1.78376917126e+006, +8.35494053263e+001, +8.13670011219e+001
+3.27717847500e+004, +1.80474910764e+006, +1.79226961927e+006, +8.35273023669e+001, +8.13625626564e+001
+3.27718035000e+004, +1.81592934802e+006, +1.80081494181e+006, +8.35027427214e+001, +8.13580228353e+001
+3.27718222500e+004, +1.81899307152e+006, +1.80940549343e+006, +8.34714736307e+001, +8.13533813485e+001
+3.27718410000e+004, +1.83198507246e+006, +1.81804163237e+006, +8.35295904212e+001, +8.13486378784e+001
+3.27718597500e+004, +1.83677207095e+006, +1.82672372069e+006, +8.35350020133e+001, +8.13437921000e+001
+3.27718785000e+004, +1.84593917507e+006, +1.83545212427e+006, +8.34841656003e+001, +8.13388436806e+001
+3.27718972500e+004, +1.85320173951e+006, +1.84422721287e+006, +8.34154345724e+001, +8.13337922800e+001
+3.27719160000e+004, +1.86501015586e+006, +1.85304936021e+006, +8.34805372111e+001, +8.13286375502e+001
+3.27719347500e+004, +1.87719207839e+006, +1.86191894396e+006, +8.34838249875e+001, +8.13233791358e+001
+3.27719535000e+004, +1.88439559605e+006, +1.87083634588e+006, +8.35559321545e+001, +8.13180166733e+001
+3.27719722500e+004, +1.89305406677e+006, +1.87980195177e+006, +8.34583037659e+001, +8.13125497913e+001
+3.27719910000e+004, +1.90162052178e+006, +1.88881615162e+006, +8.34919204882e+001, +8.13069781109e+001
+3.27720097500e+004, +1.90614896217e+006, +1.89787933963e+006, +8.35052821116e+001, +8.13013012447e+001
+3.27720285000e+004, +1.91964166440e+006, +1.90699191423e+006, +8.35186639385e+001, +8.12955187976e+001
+3.27720472500e+004, +1.92756796444e+006, +1.91615427820e+006, +8.35433081166e+001, +8.12896303663e+001
+3.27720660000e+004, +1.94125006418e+006, +1.92536683867e+006, +8.36581275063e+001, +8.12836355393e+001
+3.27720847500e+004, +1.94872589931e+006, +1.93463000724e+006, +8.35209124399e+001, +8.12775338967e+001
+3.27721035000e+004, +1.95813622828e+006, +1.94394419999e+006, +8.36050769177e+001, +8.12713250105e+001
+3.27721222500e+004, +1.96765354954e+006, +1.95330983757e+006, +8.34976916999e+001, +8.12650084442e+001
+3.27721410000e+004, +1.97506575176e+006, +1.96272734523e+006, +8.36489427937e+001, +8.12585837526e+001
+3.27721597500e+004, +1.98335160605e+006, +1.97219715293e+006, +8.35017010795e+001, +8.12520504823e+001
+3.27721785000e+004, +1.99559691978e+006, +1.98171969537e+006, +8.36481046110e+001, +8.12454081709e+001
+3.27721972500e+004, +2.00613471884e+006, +1.99129541207e+006, +8.35965363188e+001, +8.12386563474e+001
+3.27722160000e+004, +2.01473870056e+006, +2.00092474741e+006, +8.36450143182e+001, +8.12317945321e+001
+3.27722347500e+004, +2.02525526533e+006, +2.01060815076e+006, +8.35855302036e+001, +8.12248222362e+001
+3.27722535000e+004, +2.03752912178e+006, +2.02034607647e+006, +8.35880229450e+001, +8.12177389619e+001
+3.27722722500e+004, +2.04533406091e+006, +2.03013898399e+006, +8.35918169135e+001, +8.12105442024e+001
+3.27722910000e+004, +2.05786857977e+006, +2.03998733795e+006, +8.36784471658e+001, +8.12032374418e+001
+3.27723097500e+004, +2.06387537829e+006, +2.04989160818e+006, +8.36381638348e+001, +8.11958181547e+001
+3.27723285000e+004, +2.07358970567e+006, +2.05985226984e+006, +8.36357051983e+001, +8.11882858065e+001
+3.27723472500e+004, +2.08583542021e+006, +2.06986980344e+006, +8.36573597483e+001, +8.11806398530e+001
+3.27723660000e+004, +2.09271006738e+006, +2.07994469499e+006, +8.37352230185e+001, +8.11728797406e+001
+3.27723847500e+004, +2.10530295344e+006, +2.09007743599e+006, +8.36827366935e+001, +8.11650049057e+001
+3.27724035000e+004, +2.11795566227e+006, +2.10026852357e+006, +8.36157106661e+001, +8.11570147753e+001
+3.27724222500e+004, +2.12685513672e+006, +2.11051846055e+006, +8.36672718952e+001, +8.11489087663e+001
+3.27724410000e+004, +2.13754664720e+006, +2.12082775553e+006, +8.36027243619e+001, +8.11406862855e+001
+3.27724597500e+004, +2.14539999032e+006, +2.13119692296e+006, +8.36014674480e+001, +8.11323467299e+001
+3.27724785000e+004, +2.15645349516e+006, +2.14162648322e+006, +8.36193909827e+001, +8.11238894859e+001
+3.27724972500e+004, +2.17377318437e+006, +2.15211696272e+006, +8.37218046411e+001, +8.11153139298e+001
+3.27725160000e+004, +2.17981621856e+006, +2.16266889399e+006, +8.36121602898e+001, +8.11066194273e+001
+3.27725347500e+004, +2.18835832789e+006, +2.17328281576e+006, +8.36881428722e+001, +8.10978053338e+001
+3.27725535000e+004, +2.19745033932e+006, +2.18395927305e+006, +8.36232581875e+001, +8.10888709935e+001
+3.27725722500e+004, +2.21114879021e+006, +2.19469881724e+006, +8.37271238521e+001, +8.10798157403e+001
+3.27725910000e+004, +2.22196595960e+006, +2.20550200622e+006, +8.36255374031e+001, +8.10706388966e+001
+3.27726097500e+004, +2.23612140469e+006, +2.21636940443e+006, +8.36972778989e+001, +8.10613397741e+001
+3.27726285000e+004, +2.24434655487e+006, +2.22730158297e+006, +8.37591956960e+001, +8.10519176732e+001
+3.27726472500e+004, +2.25625226961e+006, +2.23829911974e+006, +8.36352249291e+001, +8.10423718828e+001
+3.27726660000e+004, +2.27120125714e+006, +2.24936259946e+006, +8.36982241171e+001, +8.10327016802e+001
+3.27726847500e+004, +2.27752887401e+006, +2.26049261385e+006, +8.37155588670e+001, +8.10229063315e+001
+3.27727035000e+004, +2.28894645868e+006, +2.27168976168e+006, +8.36722013515e+001, +8.10129850905e+001
+3.27727222500e+004, +2.30210837297e+006, +2.28295464891e+006, +8.36644802775e+001, +8.10029371993e+001
+3.27727410000e+004, +2.31222497497e+006, +2.29428788877e+006, +8.36257113135e+001, +8.09927618878e+001
+3.27727597500e+004, +2.32382575819e+006, +2.30569010189e+006, +8.36704634653e+001, +8.09824583738e+001
+3.27727785000e+004, +2.33510824239e+006, +2.31716191640e+006, +8.37302042937e+001, +8.09720258625e+001
+3.27727972500e+004, +2.35032530514e+006, +2.32870396806e+006, +8.36808537910e+001, +8.09614635467e+001
+3.27728160000e+004, +2.36004396479e+006, +2.34031690033e+006, +8.37858028286e+001, +8.09507706063e+001
+3.27728347500e+004, +2.37484545126e+006, +2.35200136455e+006, +8.36675483722e+001, +8.09399462084e+001
+3.27728535000e+004, +2.39080405812e+006, +2.36375802002e+006, +8.38399098886e+001, +8.09289895069e+001
+3.27728722500e+004, +2.39136144975e+006, +2.37558753411e+006, +8.36258194234e+001, +8.09178996427e+001
+3.27728910000e+004, +2.41184897709e+006, +2.38749058244e+006, +8.38018228268e+001, +8.09066757431e+001
+3.27729097500e+004, +2.42118314804e+006, +2.39946784893e+006, +8.36592829849e+001, +8.08953169216e+001
+3.27729285000e+004, +2.43446418486e+006, +2.41152002599e+006, +8.39130305002e+001, +8.08838222783e+001
+3.27729472500e+004, +2.44121952501e+006, +2.42364781463e+006, +8.37020097505e+001, +8.08721908991e+001
+3.27729660000e+004, +2.46260773566e+006, +2.43585192457e+006, +8.35930613067e+001, +8.08604218556e+001
+3.27729847500e+004, +2.47520792001e+006, +2.44813307444e+006, +8.37919171958e+001, +8.08485142053e+001
+3.27730035000e+004, +2.48344668985e+006, +2.46049199183e+006, +8.37750705706e+001, +8.08364669909e+001
+3.27730222500e+004, +2.49661450672e+006, +2.47292941350e+006, +8.38359905906e+001, +8.08242792405e+001
+3.27730410000e+004, +2.50852096232e+006, +2.48544608549e+006, +8.38463015782e+001, +8.08119499670e+001
+3.27730597500e+004, +2.52029177606e+006, +2.49804276329e+006, +8.37553587367e+001, +8.07994781683e+001
+3.27730785000e+004, +2.53477667653e+006, +2.51072021195e+006, +8.37397998516e+001, +8.07868628268e+001
+3.27730972500e+004, +2.54703608572e+006, +2.52347920629e+006, +8.36465552129e+001, +8.07741029092e+001
+3.27731160000e+004, +2.56207561220e+006, +2.53632053098e+006, +8.36576755292e+001, +8.07611973663e+001
+3.27731347500e+004, +2.57413133883e+006, +2.54924498076e+006, +8.37942236528e+001, +8.07481451331e+001
+3.27731535000e+004, +2.58691201562e+006, +2.56225336058e+006, +8.37517895919e+001, +8.07349451279e+001
+3.27731722500e+004, +2.59958994034e+006, +2.57534648577e+006, +8.36595885360e+001, +8.07215962526e+001
+3.27731910000e+004, +2.61161282007e+006, +2.58852518216e+006, +8.38537496736e+001, +8.07080973922e+001
+3.27732097500e+004, +2.63124075255e+006, +2.60179028633e+006, +8.36521000378e+001, +8.06944474147e+001
+3.27732285000e+004, +2.63949129758e+006, +2.61514264572e+006, +8.37782449813e+001, +8.06806451708e+001
+3.27732472500e+004, +2.64853958598e+006, +2.62858311882e+006, +8.36553512188e+001, +8.06666894934e+001
+3.27732660000e+004, +2.67300745835e+006, +2.64211257539e+006, +8.38066101230e+001, +8.06525791979e+001
+3.27732847500e+004, +2.68415423694e+006, +2.65573189658e+006, +8.37208054251e+001, +8.06383130813e+001
+3.27733035000e+004, +2.69753565289e+006, +2.66944197515e+006, +8.37348004655e+001, +8.06238899222e+001
+3.27733222500e+004, +2.70407885562e+006, +2.68324371566e+006, +8.37904513613e+001, +8.06093084806e+001
+3.27733410000e+004, +2.72410056364e+006, +2.69713803468e+006, +8.37758120620e+001, +8.05945674976e+001
+3.27733597500e+004, +2.73451879129e+006, +2.71112586095e+006, +8.37785570746e+001, +8.05796656948e+001
+3.27733785000e+004, +2.75865872062e+006, +2.72520813560e+006, +8.38151918284e+001, +8.05646017745e+001
+3.27733972500e+004, +2.76232522561e+006, +2.73938581238e+006, +8.35315004198e+001, +8.05493744188e+001
+3.27734160000e+004, +2.78110073510e+006, +2.75365985783e+006, +8.37044874096e+001, +8.05339822898e+001
+3.27734347500e+004, +2.80077963512e+006, +2.76803125152e+006, +8.37606206858e+001, +8.05184240292e+001
+3.27734535000e+004, +2.81157962803e+006, +2.78250098626e+006, +8.37702758959e+001, +8.05026982577e+001
+3.27734722500e+004, +2.82809908878e+006, +2.79707006832e+006, +8.38284041604e+001, +8.04868035747e+001
+3.27734910000e+004, +2.83804739101e+006, +2.81173951767e+006, +8.35440042854e+001, +8.04707385584e+001
+3.27735097500e+004, +2.85654469197e+006, +2.82651036820e+006, +8.36833025664e+001, +8.04545017649e+001
+3.27735285000e+004, +2.87306254845e+006, +2.84138366795e+006, +8.37918603231e+001, +8.04380917281e+001
+3.27735472500e+004, +2.88815510139e+006, +2.85636047940e+006, +8.37335646999e+001, +8.04215069593e+001
+3.27735660000e+004, +2.90260746343e+006, +2.87144187963e+006, +8.36266673012e+001, +8.04047459471e+001
+3.27735847500e+004, +2.91263120199e+006, +2.88662896065e+006, +8.37000146215e+001, +8.03878071564e+001
+3.27736035000e+004, +2.93866720286e+006, +2.90192282963e+006, +8.35304472945e+001, +8.03706890286e+001
+3.27736222500e+004, +2.94283990336e+006, +2.91732460914e+006, +8.37096374324e+001, +8.03533899810e+001
+3.27736410000e+004, +2.96764774063e+006, +2.93283543745e+006, +8.37231707067e+001, +8.03359084061e+001
+3.27736597500e+004, +2.97939351366e+006, +2.94845646879e+006, +8.36769329440e+001, +8.03182426719e+001
+3.27736785000e+004, +2.99697808259e+006, +2.96418887363e+006, +8.37209873466e+001, +8.03003911207e+001
+3.27736972500e+004, +3.01744402250e+006, +2.98003383895e+006, +8.37775205060e+001, +8.02823520692e+001
+3.27737160000e+004, +3.02293222372e+006, +2.99599256857e+006, +8.36883623136e+001, +8.02641238078e+001
+3.27737347500e+004, +3.04494691336e+006, +3.01206628339e+006, +8.34828638595e+001, +8.02457046001e+001
+3.27737535000e+004, +3.04980303217e+006, +3.02825622174e+006, +8.37604972473e+001, +8.02270926830e+001
+3.27737722500e+004, +3.07446703003e+006, +3.04456363967e+006, +8.34847096532e+001, +8.02082862652e+001
+3.27737910000e+004, +3.09429718575e+006, +3.06098981128e+006, +8.36123738966e+001, +8.01892835278e+001
+3.27738097500e+004, +3.11069402622e+006, +3.07753602900e+006, +8.37406505119e+001, +8.01700826232e+001
+3.27738285000e+004, +3.12846947001e+006, +3.09420360398e+006, +8.36763187692e+001, +8.01506816745e+001
+3.27738472500e+004, +3.14158842881e+006, +3.11099386637e+006, +8.37197332263e+001, +8.01310787755e+001
+3.27738660000e+004, +3.16162861938e+006, +3.12790816574e+006, +8.35533492366e+001, +8.01112719898e+001
+3.27738847500e+004, +3.17683667491e+006, +3.14494787132e+006, +8.37570105164e+001, +8.00912593503e+001
+3.27739035000e+004, +3.19357712277e+006, +3.16211437245e+006, +8.35256940043e+001, +8.00710388588e+001
+3.27739222500e+004, +3.21302577035e+006, +3.17940907892e+006, +8.37083497409e+001, +8.00506084853e+001
+3.27739410000e+004, +3.22921273345e+006, +3.19683342134e+006, +8.37783033721e+001, +8.00299661675e+001
+3.27739597500e+004, +3.25219247024e+006, +3.21438885151e+006, +8.36922868340e+001, +8.00091098101e+001
+3.27739785000e+004, +3.26463544545e+006, +3.23207684285e+006, +8.37545316283e+001, +7.99880372845e+001
+3.27739972500e+004, +3.29214686175e+006, +3.24989889073e+006, +8.35400619412e+001, +7.99667464278e+001
+3.27740160000e+004, +3.30125545111e+006, +3.26785651299e+006, +8.37450999892e+001, +7.99452350425e+001
+3.27740347500e+004, +3.31381024801e+006, +3.28595125023e+006, +8.36514564187e+001, +7.99235008955e+001
+3.27740535000e+004, +3.33407436893e+006, +3.30418466633e+006, +8.35640540431e+001, +7.99015417179e+001
+3.27740722500e+004, +3.37109386802e+006, +3.32255834886e+006, +8.37087166496e+001, +7.98793552040e+001
+3.27740910000e+004, +3.37810559827e+006, +3.34107390948e+006, +8.37413260711e+001, +7.98569390108e+001
+3.27741097500e+004, +3.38911047078e+006, +3.35973298448e+006, +8.37190594415e+001, +7.98342907570e+001
+3.27741285000e+004, +3.40631371026e+006, +3.37853723519e+006, +8.36745656619e+001, +7.98114080228e+001
+3.27741472500e+004, +3.43254909265e+006, +3.39748834847e+006, +8.38666899358e+001, +7.97882883485e+001
+3.27741660000e+004, +3.45461023179e+006, +3.41658803720e+006, +8.36688117645e+001, +7.97649292344e+001
+3.27741847500e+004, +3.46962637387e+006, +3.43583804076e+006, +8.34507768673e+001, +7.97413281397e+001
+3.27742035000e+004, +3.49213940137e+006, +3.45524012559e+006, +8.36662916761e+001, +7.97174824816e+001
+3.27742222500e+004, +3.51766048694e+006, +3.47479608565e+006, +8.35154008857e+001, +7.96933896348e+001
+3.27742410000e+004, +3.52974635241e+006, +3.49450774302e+006, +8.35816740378e+001, +7.96690469305e+001
+3.27742597500e+004, +3.55491547623e+006, +3.51437694838e+006, +8.36826897255e+001, +7.96444516555e+001
+3.27742785000e+004, +3.57279743346e+006, +3.53440558161e+006, +8.37880149411e+001, +7.96196010515e+001
+3.27742972500e+004, +3.60040242514e+006, +3.55459555236e+006, +8.36292832658e+001, +7.95944923142e+001
+3.27743160000e+004, +3.61037550176e+006, +3.57494880061e+006, +8.37542469317e+001, +7.95691225921e+001
+3.27743347500e+004, +3.63550160152e+006, +3.59546729733e+006, +8.34332671980e+001, +7.95434889861e+001
+3.27743535000e+004, +3.66725152387e+006, +3.61615304501e+006, +8.37939173721e+001, +7.95175885481e+001
+3.27743722500e+004, +3.67596705227e+006, +3.63700807835e+006, +8.35575048221e+001, +7.94914182801e+001
+3.27743910000e+004, +3.70942183712e+006, +3.65803446488e+006, +8.36970142369e+001, +7.94649751334e+001
+3.27744097500e+004, +3.72870975756e+006, +3.67923430562e+006, +8.36289528540e+001, +7.94382560075e+001
+3.27744285000e+004, +3.74748318065e+006, +3.70060973577e+006, +8.36266928917e+001, +7.94112577488e+001
+3.27744472500e+004, +3.76910316774e+006, +3.72216292538e+006, +8.36156199131e+001, +7.93839771500e+001
+3.27744660000e+004, +3.78589906110e+006, +3.74389608003e+006, +8.38669181393e+001, +7.93564109487e+001
+3.27744847500e+004, +3.81170520163e+006, +3.76581144164e+006, +8.37052154614e+001, +7.93285558261e+001
+3.27745035000e+004, +3.83881853737e+006, +3.78791128914e+006, +8.36076824809e+001, +7.93004084063e+001
+3.27745222500e+004, +3.84764255222e+006, +3.81019793922e+006, +8.35148098340e+001, +7.92719652549e+001
+3.27745410000e+004, +3.87943658924e+006, +3.83267374720e+006, +8.35516954081e+001, +7.92432228775e+001
+3.27745597500e+004, +3.90056309043e+006, +3.85534110770e+006, +8.36075711759e+001, +7.92141777191e+001
+3.27745785000e+004, +3.92924033116e+006, +3.87820245555e+006, +8.34965820857e+001, +7.91848261622e+001
+3.27745972500e+004, +3.95516078084e+006, +3.90126026659e+006, +8.37293563309e+001, +7.91551645258e+001
+3.27746160000e+004, +3.97641123791e+006, +3.92451705857e+006, +8.37426274151e+001, +7.91251890640e+001
+3.27746347500e+004, +3.99289981737e+006, +3.94797539194e+006, +8.36417939328e+001, +7.90948959647e+001
+3.27746535000e+004, +4.01419663660e+006, +3.97163787085e+006, +8.35912199024e+001, +7.90642813482e+001
+3.27746722500e+004, +4.03375882393e+006, +3.99550714402e+006, +8.36257777728e+001, +7.90333412654e+001
+3.27746910000e+004, +4.06754225769e+006, +4.01958590566e+006, +8.36181490099e+001, +7.90020716968e+001
+3.27747097500e+004, +4.10039499479e+006, +4.04387689656e+006, +8.35661165936e+001, +7.89704685508e+001
+3.27747285000e+004, +4.10955079543e+006, +4.06838290493e+006, +8.35328087177e+001, +7.89385276620e+001
+3.27747472500e+004, +4.15009833900e+006, +4.09310676752e+006, +8.37400433024e+001, +7.89062447899e+001
+3.27747660000e+004, +4.16734710668e+006, +4.11805137066e+006, +8.37737602783e+001, +7.88736156168e+001
+3.27747847500e+004, +4.20357701016e+006, +4.14321965129e+006, +8.35026349450e+001, +7.88406357465e+001
+3.27748035000e+004, +4.22473637364e+006, +4.16861459812e+006, +8.37203195543e+001, +7.88073007026e+001
+3.27748222500e+004, +4.25530834857e+006, +4.19423925270e+006, +8.35506155279e+001, +7.87736059263e+001
+3.27748410000e+004, +4.28828104912e+006, +4.22009671061e+006, +8.35761439291e+001, +7.87395467751e+001
+3.27748597500e+004, +4.29216779330e+006, +4.24619012268e+006, +8.35467801032e+001, +7.87051185204e+001
+3.27748785000e+004, +4.33184604432e+006, +4.27252269614e+006, +8.37915695939e+001, +7.86703163460e+001
+3.27748972500e+004, +4.35114407851e+006, +4.29909769595e+006, +8.34455752807e+001, +7.86351353460e+001
+3.27749160000e+004, +4.38754830411e+006, +4.32591844602e+006, +8.36597167826e+001, +7.85995705227e+001
+3.27749347500e+004, +4.41920672005e+006, +4.35298833056e+006, +8.34907403377e+001, +7.85636167845e+001
+3.27749535000e+004, +4.44660656240e+006, +4.38031079549e+006, +8.33819740833e+001, +7.85272689437e+001
+3.27749722500e+004, +4.48255951814e+006, +4.40788934968e+006, +8.36353452304e+001, +7.84905217146e+001
+3.27749910000e+004, +4.49553388786e+006, +4.43572756656e+006, +8.35223444503e+001, +7.84533697110e+001
+3.27750097500e+004, +4.53448131062e+006, +4.46382908547e+006, +8.35735802761e+001, +7.84158074437e+001
+3.27750285000e+004, +4.55134715031e+006, +4.49219761319e+006, +8.33751835214e+001, +7.83778293185e+001
+3.27750472500e+004, +4.58636864684e+006, +4.52083692551e+006, +8.35077639741e+001, +7.83394296335e+001
+3.27750660000e+004, +4.60026633253e+006, +4.54975086881e+006, +8.35888277611e+001, +7.83006025767e+001
+3.27750847500e+004, +4.66640175279e+006, +4.57894336171e+006, +8.34673634202e+001, +7.82613422231e+001
+3.27751035000e+004, +4.68861319533e+006, +4.60841839668e+006, +8.32613457450e+001, +7.82216425326e+001
+3.27751222500e+004, +4.71955539056e+006, +4.63818004185e+006, +8.37139238427e+001, +7.81814973465e+001
+3.27751410000e+004, +4.73032339616e+006, +4.66823244275e+006, +8.35159822625e+001, +7.81409003854e+001
+3.27751597500e+004, +4.76663813742e+006, +4.69857982411e+006, +8.37028999105e+001, +7.80998452458e+001
+3.27751785000e+004, +4.79783190222e+006, +4.72922649177e+006, +8.35250615980e+001, +7.80583253972e+001
+3.27751972500e+004, +4.82420766151e+006, +4.76017683457e+006, +8.35330562200e+001, +7.80163341794e+001
+3.27752160000e+004, +4.86228009185e+006, +4.79143532635e+006, +8.33349810618e+001, +7.79738647986e+001
+3.27752347500e+004, +4.90515108933e+006, +4.82300652800e+006, +8.34022849974e+001, +7.79309103249e+001
+3.27752535000e+004, +4.95071796163e+006, +4.85489508949e+006, +8.33303524150e+001, +7.78874636883e+001
+3.27752722500e+004, +4.94380984257e+006, +4.88710575211e+006, +8.33671882965e+001, +7.78435176759e+001
+3.27752910000e+004, +4.97396928520e+006, +4.91964335062e+006, +8.33897667541e+001, +7.77990649275e+001
+3.27753097500e+004, +5.01717470557e+006, +4.95251281552e+006, +8.34783958761e+001, +7.77540979330e+001
+3.27753285000e+004, +5.07115327713e+006, +4.98571917549e+006, +8.35389683583e+001, +7.77086090275e+001
+3.27753472500e+004, +5.08518273820e+006, +5.01926755965e+006, +8.33669039396e+001, +7.76625903882e+001
+3.27753660000e+004, +5.13911482945e+006, +5.05316320019e+006, +8.31563619228e+001, +7.76160340302e+001
+3.27753847500e+004, +5.19666900888e+006, +5.08741143480e+006, +8.36399371657e+001, +7.75689318020e+001
+3.27754035000e+004, +5.21979319512e+006, +5.12201770938e+006, +8.33366932458e+001, +7.75212753820e+001
+3.27754222500e+004, +5.26471485597e+006, +5.15698758073e+006, +8.33395202946e+001, +7.74730562733e+001
+3.27754410000e+004, +5.26861403829e+006, +5.19232671929e+006, +8.32886884481e+001, +7.74242657997e+001
+3.27754597500e+004, +5.29290573495e+006, +5.22804091209e+006, +8.35684365942e+001, +7.73748951008e+001
+3.27754785000e+004, +5.35301923596e+006, +5.26413606563e+006, +8.30434879259e+001, +7.73249351275e+001
+3.27754972500e+004, +5.37771794455e+006, +5.30061820891e+006, +8.32462679487e+001, +7.72743766366e+001
+3.27755160000e+004, +5.43874541278e+006, +5.33749349668e+006, +8.33793251044e+001, +7.72232101860e+001
+3.27755347500e+004, +5.48813557344e+006, +5.37476821252e+006, +8.33144867593e+001, +7.71714261295e+001
+3.27755535000e+004, +5.51526681607e+006, +5.41244877230e+006, +8.33959844732e+001, +7.71190146109e+001
+3.27755722500e+004, +5.54349543660e+006, +5.45054172748e+006, +8.32044639814e+001, +7.70659655589e+001
+3.27755910000e+004, +5.58220874180e+006, +5.48905376874e+006, +8.33906778794e+001, +7.70122686812e+001
+3.27756097500e+004, +5.62727452519e+006, +5.52799172957e+006, +8.33867733535e+001, +7.69579134583e+001
